Rank;Country or Area;Subgroup;Year;Source;Unit;Value;Value Footnotes
716;Grenada;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
717;Grenada;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
718;Grenada;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
719;Guatemala;Female;2003;UNESCO_UIS Database_Sep2007;Percent;8;3
720;Guatemala;Female;2002;UNESCO_UIS Database_Sep2007;Percent;8;
721;Guatemala;Male;2003;UNESCO_UIS Database_Sep2007;Percent;11;3
722;Guatemala;Male;2002;UNESCO_UIS Database_Sep2007;Percent;11;
723;Guinea;Female;2005;UNESCO_UIS Database_Sep2007;Percent;1;
724;Guinea;Female;2004;UNESCO_UIS Database_Sep2007;Percent;1;
725;Guinea;Female;2003;UNESCO_UIS Database_Sep2007;Percent;1;3
726;Guinea;Male;2005;UNESCO_UIS Database_Sep2007;Percent;5;
727;Guinea;Male;2004;UNESCO_UIS Database_Sep2007;Percent;4;
728;Guinea;Male;2003;UNESCO_UIS Database_Sep2007;Percent;4;3
729;Guinea-Bissau;Female;2001;UNESCO_UIS Database_Sep2007;Percent;-;2
730;Guinea-Bissau;Female;2000;UNESCO_UIS Database_Sep2007;Percent;-;1
731;Guinea-Bissau;Female;1999;UNESCO_UIS Database_Sep2007;Percent;-;2
732;Guinea-Bissau;Male;2001;UNESCO_UIS Database_Sep2007;Percent;1;3
733;Guinea-Bissau;Male;2000;UNESCO_UIS Database_Sep2007;Percent;1;
734;Guinea-Bissau;Male;1999;UNESCO_UIS Database_Sep2007;Percent;1;3
735;Guyana;Female;2005;UNESCO_UIS Database_Sep2007;Percent;13;
736;Guyana;Female;2004;UNESCO_UIS Database_Sep2007;Percent;12;
737;Guyana;Male;2005;UNESCO_UIS Database_Sep2007;Percent;6;
738;Guyana;Male;2004;UNESCO_UIS Database_Sep2007;Percent;6;
739;Honduras;Female;2004;UNESCO_UIS Database_Sep2007;Percent;20;3
740;Honduras;Female;2003;UNESCO_UIS Database_Sep2007;Percent;20;
741;Honduras;Female;2002;UNESCO_UIS Database_Sep2007;Percent;20;3
742;Honduras;Female;2001;UNESCO_UIS Database_Sep2007;Percent;17;3
743;Honduras;Female;2000;UNESCO_UIS Database_Sep2007;Percent;16;
744;Honduras;Female;1999;UNESCO_UIS Database_Sep2007;Percent;16;3
745;Honduras;Male;2004;UNESCO_UIS Database_Sep2007;Percent;13;3
746;Honduras;Male;2003;UNESCO_UIS Database_Sep2007;Percent;13;
747;Honduras;Male;2002;UNESCO_UIS Database_Sep2007;Percent;13;3
748;Honduras;Male;2001;UNESCO_UIS Database_Sep2007;Percent;13;3
749;Honduras;Male;2000;UNESCO_UIS Database_Sep2007;Percent;12;
750;Honduras;Male;1999;UNESCO_UIS Database_Sep2007;Percent;12;3
751;Hong Kong SAR;Female;2005;UNESCO_UIS Database_Sep2007;Percent;31;
752;Hong Kong SAR;Female;2004;UNESCO_UIS Database_Sep2007;Percent;30;
753;Hong Kong SAR;Female;2003;UNESCO_UIS Database_Sep2007;Percent;29;4
754;Hong Kong SAR;Male;2005;UNESCO_UIS Database_Sep2007;Percent;32;
755;Hong Kong SAR;Male;2004;UNESCO_UIS Database_Sep2007;Percent;31;
756;Hong Kong SAR;Male;2003;UNESCO_UIS Database_Sep2007;Percent;31;4
757;Hungary;Female;2005;UNESCO_UIS Database_Sep2007;Percent;78;
758;Hungary;Female;2004;UNESCO_UIS Database_Sep2007;Percent;70;
759;Hungary;Female;2003;UNESCO_UIS Database_Sep2007;Percent;60;
760;Hungary;Female;2002;UNESCO_UIS Database_Sep2007;Percent;51;
761;Hungary;Female;2001;UNESCO_UIS Database_Sep2007;Percent;45;
762;Hungary;Female;2000;UNESCO_UIS Database_Sep2007;Percent;40;
763;Hungary;Female;1999;UNESCO_UIS Database_Sep2007;Percent;37;
764;Hungary;Male;2005;UNESCO_UIS Database_Sep2007;Percent;53;
765;Hungary;Male;2004;UNESCO_UIS Database_Sep2007;Percent;50;
766;Hungary;Male;2003;UNESCO_UIS Database_Sep2007;Percent;44;
767;Hungary;Male;2002;UNESCO_UIS Database_Sep2007;Percent;39;
768;Hungary;Male;2001;UNESCO_UIS Database_Sep2007;Percent;36;
769;Hungary;Male;2000;UNESCO_UIS Database_Sep2007;Percent;33;
770;Hungary;Male;1999;UNESCO_UIS Database_Sep2007;Percent;30;
771;Iceland;Female;2005;UNESCO_UIS Database_Sep2007;Percent;93;3
772;Iceland;Female;2004;UNESCO_UIS Database_Sep2007;Percent;88;
773;Iceland;Female;2003;UNESCO_UIS Database_Sep2007;Percent;79;
774;Iceland;Female;2002;UNESCO_UIS Database_Sep2007;Percent;69;
775;Iceland;Female;2001;UNESCO_UIS Database_Sep2007;Percent;60;
776;Iceland;Female;2000;UNESCO_UIS Database_Sep2007;Percent;57;
777;Iceland;Female;1999;UNESCO_UIS Database_Sep2007;Percent;50;
778;Iceland;Male;2005;UNESCO_UIS Database_Sep2007;Percent;50;3
779;Iceland;Male;2004;UNESCO_UIS Database_Sep2007;Percent;48;
780;Iceland;Male;2003;UNESCO_UIS Database_Sep2007;Percent;45;
781;Iceland;Male;2002;UNESCO_UIS Database_Sep2007;Percent;39;
782;Iceland;Male;2001;UNESCO_UIS Database_Sep2007;Percent;35;
783;Iceland;Male;2000;UNESCO_UIS Database_Sep2007;Percent;34;
784;Iceland;Male;1999;UNESCO_UIS Database_Sep2007;Percent;30;
785;India;Female;2005;UNESCO_UIS Database_Sep2007;Percent;9;
786;India;Female;2004;UNESCO_UIS Database_Sep2007;Percent;9;
787;India;Female;2003;UNESCO_UIS Database_Sep2007;Percent;9;
788;India;Female;2002;UNESCO_UIS Database_Sep2007;Percent;9;
789;India;Female;2001;UNESCO_UIS Database_Sep2007;Percent;8;
790;India;Female;2000;UNESCO_UIS Database_Sep2007;Percent;8;
791;India;Male;2005;UNESCO_UIS Database_Sep2007;Percent;13;
792;India;Male;2004;UNESCO_UIS Database_Sep2007;Percent;14;
793;India;Male;2003;UNESCO_UIS Database_Sep2007;Percent;14;
794;India;Male;2002;UNESCO_UIS Database_Sep2007;Percent;13;
795;India;Male;2001;UNESCO_UIS Database_Sep2007;Percent;12;
796;India;Male;2000;UNESCO_UIS Database_Sep2007;Percent;12;
797;Indonesia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;15;3
798;Indonesia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;15;
799;Indonesia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;14;
800;Indonesia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;14;
801;Indonesia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;13;
802;Indonesia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;19;3
803;Indonesia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;19;
804;Indonesia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;18;
805;Indonesia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;16;
806;Indonesia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;16;
807;Iran;Female;2005;UNESCO_UIS Database_Sep2007;Percent;25;
808;Iran;Female;2004;UNESCO_UIS Database_Sep2007;Percent;24;
809;Iran;Female;2003;UNESCO_UIS Database_Sep2007;Percent;21;
810;Iran;Female;2002;UNESCO_UIS Database_Sep2007;Percent;19;
811;Iran;Female;2001;UNESCO_UIS Database_Sep2007;Percent;20;
812;Iran;Female;2000;UNESCO_UIS Database_Sep2007;Percent;18;
813;Iran;Female;1999;UNESCO_UIS Database_Sep2007;Percent;17;
814;Iran;Male;2005;UNESCO_UIS Database_Sep2007;Percent;23;
815;Iran;Male;2004;UNESCO_UIS Database_Sep2007;Percent;21;
816;Iran;Male;2003;UNESCO_UIS Database_Sep2007;Percent;20;
817;Iran;Male;2002;UNESCO_UIS Database_Sep2007;Percent;19;
818;Iran;Male;2001;UNESCO_UIS Database_Sep2007;Percent;21;
819;Iran;Male;2000;UNESCO_UIS Database_Sep2007;Percent;20;
820;Iran;Male;1999;UNESCO_UIS Database_Sep2007;Percent;21;
821;Iraq;Female;2005;UNESCO_UIS Database_Sep2007;Percent;11;3
822;Iraq;Female;2004;UNESCO_UIS Database_Sep2007;Percent;11;
823;Iraq;Female;2002;UNESCO_UIS Database_Sep2007;Percent;9;3
824;Iraq;Female;2000;UNESCO_UIS Database_Sep2007;Percent;8;
825;Iraq;Female;1999;UNESCO_UIS Database_Sep2007;Percent;8;
826;Iraq;Male;2005;UNESCO_UIS Database_Sep2007;Percent;19;3
827;Iraq;Male;2004;UNESCO_UIS Database_Sep2007;Percent;19;
828;Iraq;Male;2002;UNESCO_UIS Database_Sep2007;Percent;16;3
829;Iraq;Male;2000;UNESCO_UIS Database_Sep2007;Percent;15;
830;Iraq;Male;1999;UNESCO_UIS Database_Sep2007;Percent;15;
831;Ireland;Female;2005;UNESCO_UIS Database_Sep2007;Percent;67;
832;Ireland;Female;2004;UNESCO_UIS Database_Sep2007;Percent;66;
833;Ireland;Female;2003;UNESCO_UIS Database_Sep2007;Percent;63;
834;Ireland;Female;2002;UNESCO_UIS Database_Sep2007;Percent;59;
835;Ireland;Female;2001;UNESCO_UIS Database_Sep2007;Percent;55;
836;Ireland;Female;2000;UNESCO_UIS Database_Sep2007;Percent;53;
837;Ireland;Female;1999;UNESCO_UIS Database_Sep2007;Percent;49;
838;Ireland;Male;2005;UNESCO_UIS Database_Sep2007;Percent;52;
839;Ireland;Male;2004;UNESCO_UIS Database_Sep2007;Percent;51;
840;Ireland;Male;2003;UNESCO_UIS Database_Sep2007;Percent;48;
841;Ireland;Male;2002;UNESCO_UIS Database_Sep2007;Percent;47;
842;Ireland;Male;2001;UNESCO_UIS Database_Sep2007;Percent;44;
843;Ireland;Male;2000;UNESCO_UIS Database_Sep2007;Percent;43;
844;Ireland;Male;1999;UNESCO_UIS Database_Sep2007;Percent;41;
845;Israel;Female;2005;UNESCO_UIS Database_Sep2007;Percent;66;
846;Israel;Female;2004;UNESCO_UIS Database_Sep2007;Percent;65;
847;Israel;Female;2003;UNESCO_UIS Database_Sep2007;Percent;65;
848;Israel;Female;2002;UNESCO_UIS Database_Sep2007;Percent;66;
849;Israel;Female;2001;UNESCO_UIS Database_Sep2007;Percent;61;
850;Israel;Female;2000;UNESCO_UIS Database_Sep2007;Percent;59;
851;Israel;Female;1999;UNESCO_UIS Database_Sep2007;Percent;57;
852;Israel;Male;2005;UNESCO_UIS Database_Sep2007;Percent;50;
853;Israel;Male;2004;UNESCO_UIS Database_Sep2007;Percent;49;
854;Israel;Male;2003;UNESCO_UIS Database_Sep2007;Percent;49;
855;Israel;Male;2002;UNESCO_UIS Database_Sep2007;Percent;48;
856;Israel;Male;2001;UNESCO_UIS Database_Sep2007;Percent;44;
857;Israel;Male;2000;UNESCO_UIS Database_Sep2007;Percent;41;
858;Israel;Male;1999;UNESCO_UIS Database_Sep2007;Percent;40;
859;Italy;Female;2005;UNESCO_UIS Database_Sep2007;Percent;76;
860;Italy;Female;2004;UNESCO_UIS Database_Sep2007;Percent;72;
861;Italy;Female;2003;UNESCO_UIS Database_Sep2007;Percent;68;
862;Italy;Female;2002;UNESCO_UIS Database_Sep2007;Percent;63;
863;Italy;Female;2001;UNESCO_UIS Database_Sep2007;Percent;59;
864;Italy;Female;2000;UNESCO_UIS Database_Sep2007;Percent;55;
865;Italy;Female;1999;UNESCO_UIS Database_Sep2007;Percent;53;
866;Italy;Male;2005;UNESCO_UIS Database_Sep2007;Percent;56;
867;Italy;Male;2004;UNESCO_UIS Database_Sep2007;Percent;54;
868;Italy;Male;2003;UNESCO_UIS Database_Sep2007;Percent;51;
869;Italy;Male;2002;UNESCO_UIS Database_Sep2007;Percent;47;
870;Italy;Male;2001;UNESCO_UIS Database_Sep2007;Percent;45;
871;Italy;Male;2000;UNESCO_UIS Database_Sep2007;Percent;42;
872;Italy;Male;1999;UNESCO_UIS Database_Sep2007;Percent;41;
873;Jamaica;Female;2003;UNESCO_UIS Database_Sep2007;Percent;26;3
874;Jamaica;Female;2002;UNESCO_UIS Database_Sep2007;Percent;26;
875;Jamaica;Female;2001;UNESCO_UIS Database_Sep2007;Percent;24;3
876;Jamaica;Female;2000;UNESCO_UIS Database_Sep2007;Percent;20;
877;Jamaica;Male;2003;UNESCO_UIS Database_Sep2007;Percent;12;3
878;Jamaica;Male;2002;UNESCO_UIS Database_Sep2007;Percent;12;
879;Jamaica;Male;2001;UNESCO_UIS Database_Sep2007;Percent;12;3
880;Jamaica;Male;2000;UNESCO_UIS Database_Sep2007;Percent;11;
881;Japan;Female;2005;UNESCO_UIS Database_Sep2007;Percent;52;
882;Japan;Female;2004;UNESCO_UIS Database_Sep2007;Percent;51;
883;Japan;Female;2003;UNESCO_UIS Database_Sep2007;Percent;49;
884;Japan;Female;2002;UNESCO_UIS Database_Sep2007;Percent;47;
885;Japan;Female;2001;UNESCO_UIS Database_Sep2007;Percent;45;
886;Japan;Female;2000;UNESCO_UIS Database_Sep2007;Percent;44;
887;Japan;Female;1999;UNESCO_UIS Database_Sep2007;Percent;41;
888;Japan;Male;2005;UNESCO_UIS Database_Sep2007;Percent;59;
889;Japan;Male;2004;UNESCO_UIS Database_Sep2007;Percent;57;
890;Japan;Male;2003;UNESCO_UIS Database_Sep2007;Percent;55;
891;Japan;Male;2002;UNESCO_UIS Database_Sep2007;Percent;54;
892;Japan;Male;2001;UNESCO_UIS Database_Sep2007;Percent;53;
893;Japan;Male;2000;UNESCO_UIS Database_Sep2007;Percent;51;
894;Japan;Male;1999;UNESCO_UIS Database_Sep2007;Percent;49;
895;Jordan;Female;2005;UNESCO_UIS Database_Sep2007;Percent;40;
896;Jordan;Female;2004;UNESCO_UIS Database_Sep2007;Percent;41;
897;Jordan;Female;2003;UNESCO_UIS Database_Sep2007;Percent;37;
898;Jordan;Female;2002;UNESCO_UIS Database_Sep2007;Percent;31;
899;Jordan;Female;2000;UNESCO_UIS Database_Sep2007;Percent;30;
900;Jordan;Male;2005;UNESCO_UIS Database_Sep2007;Percent;38;
901;Jordan;Male;2004;UNESCO_UIS Database_Sep2007;Percent;37;
902;Jordan;Male;2003;UNESCO_UIS Database_Sep2007;Percent;33;
903;Jordan;Male;2002;UNESCO_UIS Database_Sep2007;Percent;31;
904;Jordan;Male;2000;UNESCO_UIS Database_Sep2007;Percent;26;
905;Kazakhstan;Female;2005;UNESCO_UIS Database_Sep2007;Percent;62;
906;Kazakhstan;Female;2004;UNESCO_UIS Database_Sep2007;Percent;56;
907;Kazakhstan;Female;2003;UNESCO_UIS Database_Sep2007;Percent;51;
908;Kazakhstan;Female;2002;UNESCO_UIS Database_Sep2007;Percent;44;
909;Kazakhstan;Female;2001;UNESCO_UIS Database_Sep2007;Percent;37;
910;Kazakhstan;Female;2000;UNESCO_UIS Database_Sep2007;Percent;31;
911;Kazakhstan;Female;1999;UNESCO_UIS Database_Sep2007;Percent;26;
912;Kazakhstan;Male;2005;UNESCO_UIS Database_Sep2007;Percent;44;
913;Kazakhstan;Male;2004;UNESCO_UIS Database_Sep2007;Percent;40;
914;Kazakhstan;Male;2003;UNESCO_UIS Database_Sep2007;Percent;39;
915;Kazakhstan;Male;2002;UNESCO_UIS Database_Sep2007;Percent;35;
916;Kazakhstan;Male;2001;UNESCO_UIS Database_Sep2007;Percent;31;
917;Kazakhstan;Male;2000;UNESCO_UIS Database_Sep2007;Percent;26;
918;Kazakhstan;Male;1999;UNESCO_UIS Database_Sep2007;Percent;23;
919;Kenya;Female;2004;UNESCO_UIS Database_Sep2007;Percent;2;
920;Kenya;Female;2002;UNESCO_UIS Database_Sep2007;Percent;2;3
921;Kenya;Female;2001;UNESCO_UIS Database_Sep2007;Percent;2;
922;Kenya;Female;2000;UNESCO_UIS Database_Sep2007;Percent;2;
923;Kenya;Male;2004;UNESCO_UIS Database_Sep2007;Percent;3;
924;Kenya;Male;2002;UNESCO_UIS Database_Sep2007;Percent;4;3
925;Kenya;Male;2001;UNESCO_UIS Database_Sep2007;Percent;4;
926;Kenya;Male;2000;UNESCO_UIS Database_Sep2007;Percent;4;
927;Kiribati;Female;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
928;Kiribati;Female;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
929;Kiribati;Female;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
930;Kiribati;Female;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
931;Kiribati;Female;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
932;Kiribati;Female;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
933;Kiribati;Female;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
934;Kiribati;Male;2005;UNESCO_UIS Database_Sep2007;Percent;…;5
935;Kiribati;Male;2004;UNESCO_UIS Database_Sep2007;Percent;…;5
936;Kiribati;Male;2003;UNESCO_UIS Database_Sep2007;Percent;…;5
937;Kiribati;Male;2002;UNESCO_UIS Database_Sep2007;Percent;…;5
938;Kiribati;Male;2001;UNESCO_UIS Database_Sep2007;Percent;…;5
939;Kiribati;Male;2000;UNESCO_UIS Database_Sep2007;Percent;…;5
940;Kiribati;Male;1999;UNESCO_UIS Database_Sep2007;Percent;…;5
941;Korea Rep;Female;2005;UNESCO_UIS Database_Sep2007;Percent;69;
942;Korea Rep;Female;2004;UNESCO_UIS Database_Sep2007;Percent;67;
943;Korea Rep;Female;2003;UNESCO_UIS Database_Sep2007;Percent;65;
944;Korea Rep;Female;2002;UNESCO_UIS Database_Sep2007;Percent;62;
945;Korea Rep;Female;2001;UNESCO_UIS Database_Sep2007;Percent;58;
946;Korea Rep;Female;2000;UNESCO_UIS Database_Sep2007;Percent;53;
947;Korea Rep;Female;1999;UNESCO_UIS Database_Sep2007;Percent;47;
948;Korea Rep;Male;2005;UNESCO_UIS Database_Sep2007;Percent;110;
949;Korea Rep;Male;2004;UNESCO_UIS Database_Sep2007;Percent;109;
950;Korea Rep;Male;2003;UNESCO_UIS Database_Sep2007;Percent;107;
951;Korea Rep;Male;2002;UNESCO_UIS Database_Sep2007;Percent;104;
952;Korea Rep;Male;2001;UNESCO_UIS Database_Sep2007;Percent;98;
953;Korea Rep;Male;2000;UNESCO_UIS Database_Sep2007;Percent;92;
954;Korea Rep;Male;1999;UNESCO_UIS Database_Sep2007;Percent;83;
955;Kuwait;Female;2005;UNESCO_UIS Database_Sep2007;Percent;29;
956;Kuwait;Female;2004;UNESCO_UIS Database_Sep2007;Percent;27;3
957;Kuwait;Female;2003;UNESCO_UIS Database_Sep2007;Percent;28;
958;Kuwait;Female;2002;UNESCO_UIS Database_Sep2007;Percent;29;
959;Kuwait;Female;2001;UNESCO_UIS Database_Sep2007;Percent;29;3
960;Kuwait;Female;1999;UNESCO_UIS Database_Sep2007;Percent;34;3
961;Kuwait;Male;2005;UNESCO_UIS Database_Sep2007;Percent;11;
962;Kuwait;Male;2004;UNESCO_UIS Database_Sep2007;Percent;13;3
963;Kuwait;Male;2003;UNESCO_UIS Database_Sep2007;Percent;14;
964;Kuwait;Male;2002;UNESCO_UIS Database_Sep2007;Percent;15;
965;Kuwait;Male;2001;UNESCO_UIS Database_Sep2007;Percent;15;3
966;Kuwait;Male;1999;UNESCO_UIS Database_Sep2007;Percent;14;3
967;Kyrgyzstan;Female;2005;UNESCO_UIS Database_Sep2007;Percent;46;
968;Kyrgyzstan;Female;2004;UNESCO_UIS Database_Sep2007;Percent;43;
969;Kyrgyzstan;Female;2003;UNESCO_UIS Database_Sep2007;Percent;44;
970;Kyrgyzstan;Female;2002;UNESCO_UIS Database_Sep2007;Percent;46;
971;Kyrgyzstan;Female;2001;UNESCO_UIS Database_Sep2007;Percent;41;
972;Kyrgyzstan;Female;2000;UNESCO_UIS Database_Sep2007;Percent;35;
973;Kyrgyzstan;Female;1999;UNESCO_UIS Database_Sep2007;Percent;30;
974;Kyrgyzstan;Male;2005;UNESCO_UIS Database_Sep2007;Percent;37;
975;Kyrgyzstan;Male;2004;UNESCO_UIS Database_Sep2007;Percent;36;
976;Kyrgyzstan;Male;2003;UNESCO_UIS Database_Sep2007;Percent;37;
977;Kyrgyzstan;Male;2002;UNESCO_UIS Database_Sep2007;Percent;40;
978;Kyrgyzstan;Male;2001;UNESCO_UIS Database_Sep2007;Percent;39;
979;Kyrgyzstan;Male;2000;UNESCO_UIS Database_Sep2007;Percent;35;
980;Kyrgyzstan;Male;1999;UNESCO_UIS Database_Sep2007;Percent;28;
981;Lao PDR;Female;2005;UNESCO_UIS Database_Sep2007;Percent;7;
982;Lao PDR;Female;2004;UNESCO_UIS Database_Sep2007;Percent;5;
983;Lao PDR;Female;2003;UNESCO_UIS Database_Sep2007;Percent;4;
984;Lao PDR;Female;2002;UNESCO_UIS Database_Sep2007;Percent;3;4
985;Lao PDR;Female;2001;UNESCO_UIS Database_Sep2007;Percent;2;
986;Lao PDR;Female;2000;UNESCO_UIS Database_Sep2007;Percent;2;
987;Lao PDR;Female;1999;UNESCO_UIS Database_Sep2007;Percent;2;
988;Lao PDR;Male;2005;UNESCO_UIS Database_Sep2007;Percent;9;
989;Lao PDR;Male;2004;UNESCO_UIS Database_Sep2007;Percent;7;
990;Lao PDR;Male;2003;UNESCO_UIS Database_Sep2007;Percent;6;
991;Lao PDR;Male;2002;UNESCO_UIS Database_Sep2007;Percent;5;4
992;Lao PDR;Male;2001;UNESCO_UIS Database_Sep2007;Percent;4;
993;Lao PDR;Male;2000;UNESCO_UIS Database_Sep2007;Percent;4;
994;Lao PDR;Male;1999;UNESCO_UIS Database_Sep2007;Percent;3;
995;Latvia;Female;2005;UNESCO_UIS Database_Sep2007;Percent;96;
996;Latvia;Female;2004;UNESCO_UIS Database_Sep2007;Percent;94;
997;Latvia;Female;2003;UNESCO_UIS Database_Sep2007;Percent;89;
998;Latvia;Female;2002;UNESCO_UIS Database_Sep2007;Percent;84;
999;Latvia;Female;2001;UNESCO_UIS Database_Sep2007;Percent;80;
1000;Latvia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;72;
1001;Latvia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;62;
1002;Latvia;Male;2005;UNESCO_UIS Database_Sep2007;Percent;54;
1003;Latvia;Male;2004;UNESCO_UIS Database_Sep2007;Percent;55;
1004;Latvia;Male;2003;UNESCO_UIS Database_Sep2007;Percent;53;
1005;Latvia;Male;2002;UNESCO_UIS Database_Sep2007;Percent;51;
1006;Latvia;Male;2001;UNESCO_UIS Database_Sep2007;Percent;48;
1007;Latvia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;41;
1008;Latvia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;38;
1009;Lebanon;Female;2005;UNESCO_UIS Database_Sep2007;Percent;54;
1010;Lebanon;Female;2004;UNESCO_UIS Database_Sep2007;Percent;50;
1011;Lebanon;Female;2003;UNESCO_UIS Database_Sep2007;Percent;49;
1012;Lebanon;Female;2002;UNESCO_UIS Database_Sep2007;Percent;48;
1013;Lebanon;Female;2001;UNESCO_UIS Database_Sep2007;Percent;44;
1014;Lebanon;Female;2000;UNESCO_UIS Database_Sep2007;Percent;39;
1015;Lebanon;Female;1999;UNESCO_UIS Database_Sep2007;Percent;37;
1016;Lebanon;Male;2005;UNESCO_UIS Database_Sep2007;Percent;47;
1017;Lebanon;Male;2004;UNESCO_UIS Database_Sep2007;Percent;45;
1018;Lebanon;Male;2003;UNESCO_UIS Database_Sep2007;Percent;41;
1019;Lebanon;Male;2002;UNESCO_UIS Database_Sep2007;Percent;42;
1020;Lebanon;Male;2001;UNESCO_UIS Database_Sep2007;Percent;40;
1021;Lebanon;Male;2000;UNESCO_UIS Database_Sep2007;Percent;35;
1022;Lebanon;Male;1999;UNESCO_UIS Database_Sep2007;Percent;36;
1023;Lesotho;Female;2005;UNESCO_UIS Database_Sep2007;Percent;4;
1024;Lesotho;Female;2003;UNESCO_UIS Database_Sep2007;Percent;3;
1025;Lesotho;Female;2002;UNESCO_UIS Database_Sep2007;Percent;3;
1026;Lesotho;Female;2001;UNESCO_UIS Database_Sep2007;Percent;3;
1027;Lesotho;Female;2000;UNESCO_UIS Database_Sep2007;Percent;3;3
1028;Lesotho;Female;1999;UNESCO_UIS Database_Sep2007;Percent;3;
1029;Lesotho;Male;2005;UNESCO_UIS Database_Sep2007;Percent;3;
1030;Lesotho;Male;2003;UNESCO_UIS Database_Sep2007;Percent;2;
1031;Lesotho;Male;2002;UNESCO_UIS Database_Sep2007;Percent;2;
1032;Lesotho;Male;2001;UNESCO_UIS Database_Sep2007;Percent;2;
1033;Lesotho;Male;2000;UNESCO_UIS Database_Sep2007;Percent;2;3
1034;Lesotho;Male;1999;UNESCO_UIS Database_Sep2007;Percent;2;
1035;Liberia;Female;2000;UNESCO_UIS Database_Sep2007;Percent;13;
1036;Liberia;Female;1999;UNESCO_UIS Database_Sep2007;Percent;3;
1037;Liberia;Male;2000;UNESCO_UIS Database_Sep2007;Percent;18;
1038;Liberia;Male;1999;UNESCO_UIS Database_Sep2007;Percent;13;
1039;Libya;Female;2003;UNESCO_UIS Database_Sep2007;Percent;59;3
1040;Libya;Female;2002;UNESCO_UIS Database_Sep2007;Percent;58;
1041;Libya;Female;2001;UNESCO_UIS Database_Sep2007;Percent;53;3
1042;Libya;Female;2000;UNESCO_UIS Database_Sep2007;Percent;47;
1043;Libya;Female;1999;UNESCO_UIS Database_Sep2007;Percent;52;3
1044;Libya;Male;2003;UNESCO_UIS Database_Sep2007;Percent;54;3
1045;Libya;Male;2002;UNESCO_UIS Database_Sep2007;Percent;53;
1046;Libya;Male;2001;UNESCO_UIS Database_Sep2007;Percent;51;3
1047;Libya;Male;2000;UNESCO_UIS Database_Sep2007;Percent;48;
1048;Libya;Male;1999;UNESCO_UIS Database_Sep2007;Percent;53;3
1049;Liechtenstein;Female;2004;UNESCO_UIS Database_Sep2007;Percent;14;4
1050;Liechtenstein;Female;2003;UNESCO_UIS Database_Sep2007;Percent;11;4
1051;Liechtenstein;Male;2004;UNESCO_UIS Database_Sep2007;Percent;36;4
1052;Liechtenstein;Male;2003;UNESCO_UIS Database_Sep2007;Percent;30;4
1053;Lithuania;Female;2005;UNESCO_UIS Database_Sep2007;Percent;93;
1054;Lithuania;Female;2004;UNESCO_UIS Database_Sep2007;Percent;89;
1055;Lithuania;Female;2003;UNESCO_UIS Database_Sep2007;Percent;84;
1056;Lithuania;Female;2002;UNESCO_UIS Database_Sep2007;Percent;76;
1057;Lithuania;Female;2001;UNESCO_UIS Database_Sep2007;Percent;69;
1058;Lithuania;Female;2000;UNESCO_UIS Database_Sep2007;Percent;62;
1059;Lithuania;Female;1999;UNESCO_UIS Database_Sep2007;Percent;53;
1060;Lithuania;Male;2005;UNESCO_UIS Database_Sep2007;Percent;59;
1061;Lithuania;Male;2004;UNESCO_UIS Database_Sep2007;Percent;57;
1062;Lithuania;Male;2003;UNESCO_UIS Database_Sep2007;Percent;54;
1063;Lithuania;Male;2002;UNESCO_UIS Database_Sep2007;Percent;49;
1064;Lithuania;Male;2001;UNESCO_UIS Database_Sep2007;Percent;46;
1065;Lithuania;Male;2000;UNESCO_UIS Database_Sep2007;Percent;41;
1066;Lithuania;Male;1999;UNESCO_UIS Database_Sep2007;Percent;35;
1067;Luxembourg;Female;2004;UNESCO_UIS Database_Sep2007;Percent;13;3
1068;Luxembourg;Female;2003;UNESCO_UIS Database_Sep2007;Percent;13;
1069;Luxembourg;Female;2002;UNESCO_UIS Database_Sep2007;Percent;13;3
1070;Luxembourg;Female;2001;UNESCO_UIS Database_Sep2007;Percent;11;
1071;Luxembourg;Female;2000;UNESCO_UIS Database_Sep2007;Percent;10;3
1072;Luxembourg;Female;1999;UNESCO_UIS Database_Sep2007;Percent;11;
