"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Grenada","Male","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Male","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Grenada","Male","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Guatemala","Female","2003","UNESCO_UIS Database_Sep2007","Percent","8","3"
"Guatemala","Female","2002","UNESCO_UIS Database_Sep2007","Percent","8",""
"Guatemala","Male","2003","UNESCO_UIS Database_Sep2007","Percent","11","3"
"Guatemala","Male","2002","UNESCO_UIS Database_Sep2007","Percent","11",""
"Guinea","Female","2005","UNESCO_UIS Database_Sep2007","Percent","1",""
"Guinea","Female","2004","UNESCO_UIS Database_Sep2007","Percent","1",""
"Guinea","Female","2003","UNESCO_UIS Database_Sep2007","Percent","1","3"
"Guinea","Male","2005","UNESCO_UIS Database_Sep2007","Percent","5",""
"Guinea","Male","2004","UNESCO_UIS Database_Sep2007","Percent","4",""
"Guinea","Male","2003","UNESCO_UIS Database_Sep2007","Percent","4","3"
"Guinea-Bissau","Female","2001","UNESCO_UIS Database_Sep2007","Percent","-","2"
"Guinea-Bissau","Female","2000","UNESCO_UIS Database_Sep2007","Percent","-","1"
"Guinea-Bissau","Female","1999","UNESCO_UIS Database_Sep2007","Percent","-","2"
"Guinea-Bissau","Male","2001","UNESCO_UIS Database_Sep2007","Percent","1","3"
"Guinea-Bissau","Male","2000","UNESCO_UIS Database_Sep2007","Percent","1",""
"Guinea-Bissau","Male","1999","UNESCO_UIS Database_Sep2007","Percent","1","3"
"Guyana","Female","2005","UNESCO_UIS Database_Sep2007","Percent","13",""
"Guyana","Female","2004","UNESCO_UIS Database_Sep2007","Percent","12",""
"Guyana","Male","2005","UNESCO_UIS Database_Sep2007","Percent","6",""
"Guyana","Male","2004","UNESCO_UIS Database_Sep2007","Percent","6",""
"Honduras","Female","2004","UNESCO_UIS Database_Sep2007","Percent","20","3"
"Honduras","Female","2003","UNESCO_UIS Database_Sep2007","Percent","20",""
"Honduras","Female","2002","UNESCO_UIS Database_Sep2007","Percent","20","3"
"Honduras","Female","2001","UNESCO_UIS Database_Sep2007","Percent","17","3"
"Honduras","Female","2000","UNESCO_UIS Database_Sep2007","Percent","16",""
"Honduras","Female","1999","UNESCO_UIS Database_Sep2007","Percent","16","3"
"Honduras","Male","2004","UNESCO_UIS Database_Sep2007","Percent","13","3"
"Honduras","Male","2003","UNESCO_UIS Database_Sep2007","Percent","13",""
"Honduras","Male","2002","UNESCO_UIS Database_Sep2007","Percent","13","3"
"Honduras","Male","2001","UNESCO_UIS Database_Sep2007","Percent","13","3"
"Honduras","Male","2000","UNESCO_UIS Database_Sep2007","Percent","12",""
"Honduras","Male","1999","UNESCO_UIS Database_Sep2007","Percent","12","3"
"Hong Kong SAR","Female","2005","UNESCO_UIS Database_Sep2007","Percent","31",""
"Hong Kong SAR","Female","2004","UNESCO_UIS Database_Sep2007","Percent","30",""
"Hong Kong SAR","Female","2003","UNESCO_UIS Database_Sep2007","Percent","29","4"
"Hong Kong SAR","Male","2005","UNESCO_UIS Database_Sep2007","Percent","32",""
"Hong Kong SAR","Male","2004","UNESCO_UIS Database_Sep2007","Percent","31",""
"Hong Kong SAR","Male","2003","UNESCO_UIS Database_Sep2007","Percent","31","4"
"Hungary","Female","2005","UNESCO_UIS Database_Sep2007","Percent","78",""
"Hungary","Female","2004","UNESCO_UIS Database_Sep2007","Percent","70",""
"Hungary","Female","2003","UNESCO_UIS Database_Sep2007","Percent","60",""
"Hungary","Female","2002","UNESCO_UIS Database_Sep2007","Percent","51",""
"Hungary","Female","2001","UNESCO_UIS Database_Sep2007","Percent","45",""
"Hungary","Female","2000","UNESCO_UIS Database_Sep2007","Percent","40",""
"Hungary","Female","1999","UNESCO_UIS Database_Sep2007","Percent","37",""
"Hungary","Male","2005","UNESCO_UIS Database_Sep2007","Percent","53",""
"Hungary","Male","2004","UNESCO_UIS Database_Sep2007","Percent","50",""
"Hungary","Male","2003","UNESCO_UIS Database_Sep2007","Percent","44",""
"Hungary","Male","2002","UNESCO_UIS Database_Sep2007","Percent","39",""
"Hungary","Male","2001","UNESCO_UIS Database_Sep2007","Percent","36",""
"Hungary","Male","2000","UNESCO_UIS Database_Sep2007","Percent","33",""
"Hungary","Male","1999","UNESCO_UIS Database_Sep2007","Percent","30",""
"Iceland","Female","2005","UNESCO_UIS Database_Sep2007","Percent","93","3"
"Iceland","Female","2004","UNESCO_UIS Database_Sep2007","Percent","88",""
"Iceland","Female","2003","UNESCO_UIS Database_Sep2007","Percent","79",""
"Iceland","Female","2002","UNESCO_UIS Database_Sep2007","Percent","69",""
"Iceland","Female","2001","UNESCO_UIS Database_Sep2007","Percent","60",""
"Iceland","Female","2000","UNESCO_UIS Database_Sep2007","Percent","57",""
"Iceland","Female","1999","UNESCO_UIS Database_Sep2007","Percent","50",""
"Iceland","Male","2005","UNESCO_UIS Database_Sep2007","Percent","50","3"
"Iceland","Male","2004","UNESCO_UIS Database_Sep2007","Percent","48",""
"Iceland","Male","2003","UNESCO_UIS Database_Sep2007","Percent","45",""
"Iceland","Male","2002","UNESCO_UIS Database_Sep2007","Percent","39",""
"Iceland","Male","2001","UNESCO_UIS Database_Sep2007","Percent","35",""
"Iceland","Male","2000","UNESCO_UIS Database_Sep2007","Percent","34",""
"Iceland","Male","1999","UNESCO_UIS Database_Sep2007","Percent","30",""
"India","Female","2005","UNESCO_UIS Database_Sep2007","Percent","9",""
"India","Female","2004","UNESCO_UIS Database_Sep2007","Percent","9",""
"India","Female","2003","UNESCO_UIS Database_Sep2007","Percent","9",""
"India","Female","2002","UNESCO_UIS Database_Sep2007","Percent","9",""
"India","Female","2001","UNESCO_UIS Database_Sep2007","Percent","8",""
"India","Female","2000","UNESCO_UIS Database_Sep2007","Percent","8",""
"India","Male","2005","UNESCO_UIS Database_Sep2007","Percent","13",""
"India","Male","2004","UNESCO_UIS Database_Sep2007","Percent","14",""
"India","Male","2003","UNESCO_UIS Database_Sep2007","Percent","14",""
"India","Male","2002","UNESCO_UIS Database_Sep2007","Percent","13",""
"India","Male","2001","UNESCO_UIS Database_Sep2007","Percent","12",""
"India","Male","2000","UNESCO_UIS Database_Sep2007","Percent","12",""
"Indonesia","Female","2005","UNESCO_UIS Database_Sep2007","Percent","15","3"
"Indonesia","Female","2004","UNESCO_UIS Database_Sep2007","Percent","15",""
"Indonesia","Female","2003","UNESCO_UIS Database_Sep2007","Percent","14",""
"Indonesia","Female","2002","UNESCO_UIS Database_Sep2007","Percent","14",""
"Indonesia","Female","2001","UNESCO_UIS Database_Sep2007","Percent","13",""
"Indonesia","Male","2005","UNESCO_UIS Database_Sep2007","Percent","19","3"
"Indonesia","Male","2004","UNESCO_UIS Database_Sep2007","Percent","19",""
"Indonesia","Male","2003","UNESCO_UIS Database_Sep2007","Percent","18",""
"Indonesia","Male","2002","UNESCO_UIS Database_Sep2007","Percent","16",""
"Indonesia","Male","2001","UNESCO_UIS Database_Sep2007","Percent","16",""
"Iran","Female","2005","UNESCO_UIS Database_Sep2007","Percent","25",""
"Iran","Female","2004","UNESCO_UIS Database_Sep2007","Percent","24",""
"Iran","Female","2003","UNESCO_UIS Database_Sep2007","Percent","21",""
"Iran","Female","2002","UNESCO_UIS Database_Sep2007","Percent","19",""
"Iran","Female","2001","UNESCO_UIS Database_Sep2007","Percent","20",""
"Iran","Female","2000","UNESCO_UIS Database_Sep2007","Percent","18",""
"Iran","Female","1999","UNESCO_UIS Database_Sep2007","Percent","17",""
"Iran","Male","2005","UNESCO_UIS Database_Sep2007","Percent","23",""
"Iran","Male","2004","UNESCO_UIS Database_Sep2007","Percent","21",""
"Iran","Male","2003","UNESCO_UIS Database_Sep2007","Percent","20",""
"Iran","Male","2002","UNESCO_UIS Database_Sep2007","Percent","19",""
"Iran","Male","2001","UNESCO_UIS Database_Sep2007","Percent","21",""
"Iran","Male","2000","UNESCO_UIS Database_Sep2007","Percent","20",""
"Iran","Male","1999","UNESCO_UIS Database_Sep2007","Percent","21",""
"Iraq","Female","2005","UNESCO_UIS Database_Sep2007","Percent","11","3"
"Iraq","Female","2004","UNESCO_UIS Database_Sep2007","Percent","11",""
"Iraq","Female","2002","UNESCO_UIS Database_Sep2007","Percent","9","3"
"Iraq","Female","2000","UNESCO_UIS Database_Sep2007","Percent","8",""
"Iraq","Female","1999","UNESCO_UIS Database_Sep2007","Percent","8",""
"Iraq","Male","2005","UNESCO_UIS Database_Sep2007","Percent","19","3"
"Iraq","Male","2004","UNESCO_UIS Database_Sep2007","Percent","19",""
"Iraq","Male","2002","UNESCO_UIS Database_Sep2007","Percent","16","3"
"Iraq","Male","2000","UNESCO_UIS Database_Sep2007","Percent","15",""
"Iraq","Male","1999","UNESCO_UIS Database_Sep2007","Percent","15",""
"Ireland","Female","2005","UNESCO_UIS Database_Sep2007","Percent","67",""
"Ireland","Female","2004","UNESCO_UIS Database_Sep2007","Percent","66",""
"Ireland","Female","2003","UNESCO_UIS Database_Sep2007","Percent","63",""
"Ireland","Female","2002","UNESCO_UIS Database_Sep2007","Percent","59",""
"Ireland","Female","2001","UNESCO_UIS Database_Sep2007","Percent","55",""
"Ireland","Female","2000","UNESCO_UIS Database_Sep2007","Percent","53",""
"Ireland","Female","1999","UNESCO_UIS Database_Sep2007","Percent","49",""
"Ireland","Male","2005","UNESCO_UIS Database_Sep2007","Percent","52",""
"Ireland","Male","2004","UNESCO_UIS Database_Sep2007","Percent","51",""
"Ireland","Male","2003","UNESCO_UIS Database_Sep2007","Percent","48",""
"Ireland","Male","2002","UNESCO_UIS Database_Sep2007","Percent","47",""
"Ireland","Male","2001","UNESCO_UIS Database_Sep2007","Percent","44",""
"Ireland","Male","2000","UNESCO_UIS Database_Sep2007","Percent","43",""
"Ireland","Male","1999","UNESCO_UIS Database_Sep2007","Percent","41",""
"Israel","Female","2005","UNESCO_UIS Database_Sep2007","Percent","66",""
"Israel","Female","2004","UNESCO_UIS Database_Sep2007","Percent","65",""
"Israel","Female","2003","UNESCO_UIS Database_Sep2007","Percent","65",""
"Israel","Female","2002","UNESCO_UIS Database_Sep2007","Percent","66",""
"Israel","Female","2001","UNESCO_UIS Database_Sep2007","Percent","61",""
"Israel","Female","2000","UNESCO_UIS Database_Sep2007","Percent","59",""
"Israel","Female","1999","UNESCO_UIS Database_Sep2007","Percent","57",""
"Israel","Male","2005","UNESCO_UIS Database_Sep2007","Percent","50",""
"Israel","Male","2004","UNESCO_UIS Database_Sep2007","Percent","49",""
"Israel","Male","2003","UNESCO_UIS Database_Sep2007","Percent","49",""
"Israel","Male","2002","UNESCO_UIS Database_Sep2007","Percent","48",""
"Israel","Male","2001","UNESCO_UIS Database_Sep2007","Percent","44",""
"Israel","Male","2000","UNESCO_UIS Database_Sep2007","Percent","41",""
"Israel","Male","1999","UNESCO_UIS Database_Sep2007","Percent","40",""
"Italy","Female","2005","UNESCO_UIS Database_Sep2007","Percent","76",""
"Italy","Female","2004","UNESCO_UIS Database_Sep2007","Percent","72",""
"Italy","Female","2003","UNESCO_UIS Database_Sep2007","Percent","68",""
"Italy","Female","2002","UNESCO_UIS Database_Sep2007","Percent","63",""
"Italy","Female","2001","UNESCO_UIS Database_Sep2007","Percent","59",""
"Italy","Female","2000","UNESCO_UIS Database_Sep2007","Percent","55",""
"Italy","Female","1999","UNESCO_UIS Database_Sep2007","Percent","53",""
"Italy","Male","2005","UNESCO_UIS Database_Sep2007","Percent","56",""
"Italy","Male","2004","UNESCO_UIS Database_Sep2007","Percent","54",""
"Italy","Male","2003","UNESCO_UIS Database_Sep2007","Percent","51",""
"Italy","Male","2002","UNESCO_UIS Database_Sep2007","Percent","47",""
"Italy","Male","2001","UNESCO_UIS Database_Sep2007","Percent","45",""
"Italy","Male","2000","UNESCO_UIS Database_Sep2007","Percent","42",""
"Italy","Male","1999","UNESCO_UIS Database_Sep2007","Percent","41",""
"Jamaica","Female","2003","UNESCO_UIS Database_Sep2007","Percent","26","3"
"Jamaica","Female","2002","UNESCO_UIS Database_Sep2007","Percent","26",""
"Jamaica","Female","2001","UNESCO_UIS Database_Sep2007","Percent","24","3"
"Jamaica","Female","2000","UNESCO_UIS Database_Sep2007","Percent","20",""
"Jamaica","Male","2003","UNESCO_UIS Database_Sep2007","Percent","12","3"
"Jamaica","Male","2002","UNESCO_UIS Database_Sep2007","Percent","12",""
"Jamaica","Male","2001","UNESCO_UIS Database_Sep2007","Percent","12","3"
"Jamaica","Male","2000","UNESCO_UIS Database_Sep2007","Percent","11",""
"Japan","Female","2005","UNESCO_UIS Database_Sep2007","Percent","52",""
"Japan","Female","2004","UNESCO_UIS Database_Sep2007","Percent","51",""
"Japan","Female","2003","UNESCO_UIS Database_Sep2007","Percent","49",""
"Japan","Female","2002","UNESCO_UIS Database_Sep2007","Percent","47",""
"Japan","Female","2001","UNESCO_UIS Database_Sep2007","Percent","45",""
"Japan","Female","2000","UNESCO_UIS Database_Sep2007","Percent","44",""
"Japan","Female","1999","UNESCO_UIS Database_Sep2007","Percent","41",""
"Japan","Male","2005","UNESCO_UIS Database_Sep2007","Percent","59",""
"Japan","Male","2004","UNESCO_UIS Database_Sep2007","Percent","57",""
"Japan","Male","2003","UNESCO_UIS Database_Sep2007","Percent","55",""
"Japan","Male","2002","UNESCO_UIS Database_Sep2007","Percent","54",""
"Japan","Male","2001","UNESCO_UIS Database_Sep2007","Percent","53",""
"Japan","Male","2000","UNESCO_UIS Database_Sep2007","Percent","51",""
"Japan","Male","1999","UNESCO_UIS Database_Sep2007","Percent","49",""
"Jordan","Female","2005","UNESCO_UIS Database_Sep2007","Percent","40",""
"Jordan","Female","2004","UNESCO_UIS Database_Sep2007","Percent","41",""
"Jordan","Female","2003","UNESCO_UIS Database_Sep2007","Percent","37",""
"Jordan","Female","2002","UNESCO_UIS Database_Sep2007","Percent","31",""
"Jordan","Female","2000","UNESCO_UIS Database_Sep2007","Percent","30",""
"Jordan","Male","2005","UNESCO_UIS Database_Sep2007","Percent","38",""
"Jordan","Male","2004","UNESCO_UIS Database_Sep2007","Percent","37",""
"Jordan","Male","2003","UNESCO_UIS Database_Sep2007","Percent","33",""
"Jordan","Male","2002","UNESCO_UIS Database_Sep2007","Percent","31",""
"Jordan","Male","2000","UNESCO_UIS Database_Sep2007","Percent","26",""
"Kazakhstan","Female","2005","UNESCO_UIS Database_Sep2007","Percent","62",""
"Kazakhstan","Female","2004","UNESCO_UIS Database_Sep2007","Percent","56",""
"Kazakhstan","Female","2003","UNESCO_UIS Database_Sep2007","Percent","51",""
"Kazakhstan","Female","2002","UNESCO_UIS Database_Sep2007","Percent","44",""
"Kazakhstan","Female","2001","UNESCO_UIS Database_Sep2007","Percent","37",""
"Kazakhstan","Female","2000","UNESCO_UIS Database_Sep2007","Percent","31",""
"Kazakhstan","Female","1999","UNESCO_UIS Database_Sep2007","Percent","26",""
"Kazakhstan","Male","2005","UNESCO_UIS Database_Sep2007","Percent","44",""
"Kazakhstan","Male","2004","UNESCO_UIS Database_Sep2007","Percent","40",""
"Kazakhstan","Male","2003","UNESCO_UIS Database_Sep2007","Percent","39",""
"Kazakhstan","Male","2002","UNESCO_UIS Database_Sep2007","Percent","35",""
"Kazakhstan","Male","2001","UNESCO_UIS Database_Sep2007","Percent","31",""
"Kazakhstan","Male","2000","UNESCO_UIS Database_Sep2007","Percent","26",""
"Kazakhstan","Male","1999","UNESCO_UIS Database_Sep2007","Percent","23",""
"Kenya","Female","2004","UNESCO_UIS Database_Sep2007","Percent","2",""
"Kenya","Female","2002","UNESCO_UIS Database_Sep2007","Percent","2","3"
"Kenya","Female","2001","UNESCO_UIS Database_Sep2007","Percent","2",""
"Kenya","Female","2000","UNESCO_UIS Database_Sep2007","Percent","2",""
"Kenya","Male","2004","UNESCO_UIS Database_Sep2007","Percent","3",""
"Kenya","Male","2002","UNESCO_UIS Database_Sep2007","Percent","4","3"
"Kenya","Male","2001","UNESCO_UIS Database_Sep2007","Percent","4",""
"Kenya","Male","2000","UNESCO_UIS Database_Sep2007","Percent","4",""
"Kiribati","Female","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Female","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Female","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Female","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Female","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Female","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Female","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Male","2005","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Male","2004","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Male","2003","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Male","2002","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Male","2001","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Male","2000","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Kiribati","Male","1999","UNESCO_UIS Database_Sep2007","Percent","…","5"
"Korea Rep","Female","2005","UNESCO_UIS Database_Sep2007","Percent","69",""
"Korea Rep","Female","2004","UNESCO_UIS Database_Sep2007","Percent","67",""
"Korea Rep","Female","2003","UNESCO_UIS Database_Sep2007","Percent","65",""
"Korea Rep","Female","2002","UNESCO_UIS Database_Sep2007","Percent","62",""
"Korea Rep","Female","2001","UNESCO_UIS Database_Sep2007","Percent","58",""
"Korea Rep","Female","2000","UNESCO_UIS Database_Sep2007","Percent","53",""
"Korea Rep","Female","1999","UNESCO_UIS Database_Sep2007","Percent","47",""
"Korea Rep","Male","2005","UNESCO_UIS Database_Sep2007","Percent","110",""
"Korea Rep","Male","2004","UNESCO_UIS Database_Sep2007","Percent","109",""
"Korea Rep","Male","2003","UNESCO_UIS Database_Sep2007","Percent","107",""
"Korea Rep","Male","2002","UNESCO_UIS Database_Sep2007","Percent","104",""
"Korea Rep","Male","2001","UNESCO_UIS Database_Sep2007","Percent","98",""
"Korea Rep","Male","2000","UNESCO_UIS Database_Sep2007","Percent","92",""
"Korea Rep","Male","1999","UNESCO_UIS Database_Sep2007","Percent","83",""
"Kuwait","Female","2005","UNESCO_UIS Database_Sep2007","Percent","29",""
"Kuwait","Female","2004","UNESCO_UIS Database_Sep2007","Percent","27","3"
"Kuwait","Female","2003","UNESCO_UIS Database_Sep2007","Percent","28",""
"Kuwait","Female","2002","UNESCO_UIS Database_Sep2007","Percent","29",""
"Kuwait","Female","2001","UNESCO_UIS Database_Sep2007","Percent","29","3"
"Kuwait","Female","1999","UNESCO_UIS Database_Sep2007","Percent","34","3"
"Kuwait","Male","2005","UNESCO_UIS Database_Sep2007","Percent","11",""
"Kuwait","Male","2004","UNESCO_UIS Database_Sep2007","Percent","13","3"
"Kuwait","Male","2003","UNESCO_UIS Database_Sep2007","Percent","14",""
"Kuwait","Male","2002","UNESCO_UIS Database_Sep2007","Percent","15",""
"Kuwait","Male","2001","UNESCO_UIS Database_Sep2007","Percent","15","3"
"Kuwait","Male","1999","UNESCO_UIS Database_Sep2007","Percent","14","3"
"Kyrgyzstan","Female","2005","UNESCO_UIS Database_Sep2007","Percent","46",""
"Kyrgyzstan","Female","2004","UNESCO_UIS Database_Sep2007","Percent","43",""
"Kyrgyzstan","Female","2003","UNESCO_UIS Database_Sep2007","Percent","44",""
"Kyrgyzstan","Female","2002","UNESCO_UIS Database_Sep2007","Percent","46",""
"Kyrgyzstan","Female","2001","UNESCO_UIS Database_Sep2007","Percent","41",""
"Kyrgyzstan","Female","2000","UNESCO_UIS Database_Sep2007","Percent","35",""
"Kyrgyzstan","Female","1999","UNESCO_UIS Database_Sep2007","Percent","30",""
"Kyrgyzstan","Male","2005","UNESCO_UIS Database_Sep2007","Percent","37",""
"Kyrgyzstan","Male","2004","UNESCO_UIS Database_Sep2007","Percent","36",""
"Kyrgyzstan","Male","2003","UNESCO_UIS Database_Sep2007","Percent","37",""
"Kyrgyzstan","Male","2002","UNESCO_UIS Database_Sep2007","Percent","40",""
"Kyrgyzstan","Male","2001","UNESCO_UIS Database_Sep2007","Percent","39",""
"Kyrgyzstan","Male","2000","UNESCO_UIS Database_Sep2007","Percent","35",""
"Kyrgyzstan","Male","1999","UNESCO_UIS Database_Sep2007","Percent","28",""
"Lao PDR","Female","2005","UNESCO_UIS Database_Sep2007","Percent","7",""
"Lao PDR","Female","2004","UNESCO_UIS Database_Sep2007","Percent","5",""
"Lao PDR","Female","2003","UNESCO_UIS Database_Sep2007","Percent","4",""
"Lao PDR","Female","2002","UNESCO_UIS Database_Sep2007","Percent","3","4"
"Lao PDR","Female","2001","UNESCO_UIS Database_Sep2007","Percent","2",""
"Lao PDR","Female","2000","UNESCO_UIS Database_Sep2007","Percent","2",""
"Lao PDR","Female","1999","UNESCO_UIS Database_Sep2007","Percent","2",""
"Lao PDR","Male","2005","UNESCO_UIS Database_Sep2007","Percent","9",""
"Lao PDR","Male","2004","UNESCO_UIS Database_Sep2007","Percent","7",""
"Lao PDR","Male","2003","UNESCO_UIS Database_Sep2007","Percent","6",""
"Lao PDR","Male","2002","UNESCO_UIS Database_Sep2007","Percent","5","4"
"Lao PDR","Male","2001","UNESCO_UIS Database_Sep2007","Percent","4",""
"Lao PDR","Male","2000","UNESCO_UIS Database_Sep2007","Percent","4",""
"Lao PDR","Male","1999","UNESCO_UIS Database_Sep2007","Percent","3",""
"Latvia","Female","2005","UNESCO_UIS Database_Sep2007","Percent","96",""
"Latvia","Female","2004","UNESCO_UIS Database_Sep2007","Percent","94",""
"Latvia","Female","2003","UNESCO_UIS Database_Sep2007","Percent","89",""
"Latvia","Female","2002","UNESCO_UIS Database_Sep2007","Percent","84",""
"Latvia","Female","2001","UNESCO_UIS Database_Sep2007","Percent","80",""
"Latvia","Female","2000","UNESCO_UIS Database_Sep2007","Percent","72",""
"Latvia","Female","1999","UNESCO_UIS Database_Sep2007","Percent","62",""
"Latvia","Male","2005","UNESCO_UIS Database_Sep2007","Percent","54",""
"Latvia","Male","2004","UNESCO_UIS Database_Sep2007","Percent","55",""
"Latvia","Male","2003","UNESCO_UIS Database_Sep2007","Percent","53",""
"Latvia","Male","2002","UNESCO_UIS Database_Sep2007","Percent","51",""
"Latvia","Male","2001","UNESCO_UIS Database_Sep2007","Percent","48",""
"Latvia","Male","2000","UNESCO_UIS Database_Sep2007","Percent","41",""
"Latvia","Male","1999","UNESCO_UIS Database_Sep2007","Percent","38",""
"Lebanon","Female","2005","UNESCO_UIS Database_Sep2007","Percent","54",""
"Lebanon","Female","2004","UNESCO_UIS Database_Sep2007","Percent","50",""
"Lebanon","Female","2003","UNESCO_UIS Database_Sep2007","Percent","49",""
"Lebanon","Female","2002","UNESCO_UIS Database_Sep2007","Percent","48",""
"Lebanon","Female","2001","UNESCO_UIS Database_Sep2007","Percent","44",""
"Lebanon","Female","2000","UNESCO_UIS Database_Sep2007","Percent","39",""
"Lebanon","Female","1999","UNESCO_UIS Database_Sep2007","Percent","37",""
"Lebanon","Male","2005","UNESCO_UIS Database_Sep2007","Percent","47",""
"Lebanon","Male","2004","UNESCO_UIS Database_Sep2007","Percent","45",""
"Lebanon","Male","2003","UNESCO_UIS Database_Sep2007","Percent","41",""
"Lebanon","Male","2002","UNESCO_UIS Database_Sep2007","Percent","42",""
"Lebanon","Male","2001","UNESCO_UIS Database_Sep2007","Percent","40",""
"Lebanon","Male","2000","UNESCO_UIS Database_Sep2007","Percent","35",""
"Lebanon","Male","1999","UNESCO_UIS Database_Sep2007","Percent","36",""
"Lesotho","Female","2005","UNESCO_UIS Database_Sep2007","Percent","4",""
"Lesotho","Female","2003","UNESCO_UIS Database_Sep2007","Percent","3",""
"Lesotho","Female","2002","UNESCO_UIS Database_Sep2007","Percent","3",""
"Lesotho","Female","2001","UNESCO_UIS Database_Sep2007","Percent","3",""
"Lesotho","Female","2000","UNESCO_UIS Database_Sep2007","Percent","3","3"
"Lesotho","Female","1999","UNESCO_UIS Database_Sep2007","Percent","3",""
"Lesotho","Male","2005","UNESCO_UIS Database_Sep2007","Percent","3",""
"Lesotho","Male","2003","UNESCO_UIS Database_Sep2007","Percent","2",""
"Lesotho","Male","2002","UNESCO_UIS Database_Sep2007","Percent","2",""
"Lesotho","Male","2001","UNESCO_UIS Database_Sep2007","Percent","2",""
"Lesotho","Male","2000","UNESCO_UIS Database_Sep2007","Percent","2","3"
"Lesotho","Male","1999","UNESCO_UIS Database_Sep2007","Percent","2",""
"Liberia","Female","2000","UNESCO_UIS Database_Sep2007","Percent","13",""
"Liberia","Female","1999","UNESCO_UIS Database_Sep2007","Percent","3",""
"Liberia","Male","2000","UNESCO_UIS Database_Sep2007","Percent","18",""
"Liberia","Male","1999","UNESCO_UIS Database_Sep2007","Percent","13",""
"Libya","Female","2003","UNESCO_UIS Database_Sep2007","Percent","59","3"
"Libya","Female","2002","UNESCO_UIS Database_Sep2007","Percent","58",""
"Libya","Female","2001","UNESCO_UIS Database_Sep2007","Percent","53","3"
"Libya","Female","2000","UNESCO_UIS Database_Sep2007","Percent","47",""
"Libya","Female","1999","UNESCO_UIS Database_Sep2007","Percent","52","3"
"Libya","Male","2003","UNESCO_UIS Database_Sep2007","Percent","54","3"
"Libya","Male","2002","UNESCO_UIS Database_Sep2007","Percent","53",""
"Libya","Male","2001","UNESCO_UIS Database_Sep2007","Percent","51","3"
"Libya","Male","2000","UNESCO_UIS Database_Sep2007","Percent","48",""
"Libya","Male","1999","UNESCO_UIS Database_Sep2007","Percent","53","3"
"Liechtenstein","Female","2004","UNESCO_UIS Database_Sep2007","Percent","14","4"
"Liechtenstein","Female","2003","UNESCO_UIS Database_Sep2007","Percent","11","4"
"Liechtenstein","Male","2004","UNESCO_UIS Database_Sep2007","Percent","36","4"
"Liechtenstein","Male","2003","UNESCO_UIS Database_Sep2007","Percent","30","4"
"Lithuania","Female","2005","UNESCO_UIS Database_Sep2007","Percent","93",""
"Lithuania","Female","2004","UNESCO_UIS Database_Sep2007","Percent","89",""
"Lithuania","Female","2003","UNESCO_UIS Database_Sep2007","Percent","84",""
"Lithuania","Female","2002","UNESCO_UIS Database_Sep2007","Percent","76",""
"Lithuania","Female","2001","UNESCO_UIS Database_Sep2007","Percent","69",""
"Lithuania","Female","2000","UNESCO_UIS Database_Sep2007","Percent","62",""
"Lithuania","Female","1999","UNESCO_UIS Database_Sep2007","Percent","53",""
"Lithuania","Male","2005","UNESCO_UIS Database_Sep2007","Percent","59",""
"Lithuania","Male","2004","UNESCO_UIS Database_Sep2007","Percent","57",""
"Lithuania","Male","2003","UNESCO_UIS Database_Sep2007","Percent","54",""
"Lithuania","Male","2002","UNESCO_UIS Database_Sep2007","Percent","49",""
"Lithuania","Male","2001","UNESCO_UIS Database_Sep2007","Percent","46",""
"Lithuania","Male","2000","UNESCO_UIS Database_Sep2007","Percent","41",""
"Lithuania","Male","1999","UNESCO_UIS Database_Sep2007","Percent","35",""
"Luxembourg","Female","2004","UNESCO_UIS Database_Sep2007","Percent","13","3"
"Luxembourg","Female","2003","UNESCO_UIS Database_Sep2007","Percent","13",""
"Luxembourg","Female","2002","UNESCO_UIS Database_Sep2007","Percent","13","3"
"Luxembourg","Female","2001","UNESCO_UIS Database_Sep2007","Percent","11",""
"Luxembourg","Female","2000","UNESCO_UIS Database_Sep2007","Percent","10","3"
"Luxembourg","Female","1999","UNESCO_UIS Database_Sep2007","Percent","11",""
"Luxembourg","Male","2004","UNESCO_UIS Database_Sep2007","Percent","11","3"
"Luxembourg","Male","2003","UNESCO_UIS Database_Sep2007","Percent","11",""
